,sentimen,tahun,tweet
6061,Positif,2021,cegah server down ppdb dinas pendidikan dki kerja telekomunikasi
6062,Negatif,2021,hallo faq frequently asked questions ppdb perpindahan tugas orang tua pto anak guru ayo simak selengkapnya infografik lupa bagikan informasi teman mu membutuhkan iya
6063,Netral,2021,ppdb min madrasah dki jakarta jalur reguler lapor pemberkasan
6064,Netral,2021,informasi ppdb jalur reguler pastikan memilih mtsn jakarta madrasah pilihan utama mtsn jakarta
6065,Netral,2021,ppdb smp dki jakarta tanggal beraoa link syarat jadwal daftar jalur afirmasi prestasi
6066,Positif,2021,ppdb dinas pendidikan dki jakarta terintegrasi ppdb yaa
6067,Negatif,2021,monitoring persiapan ppdb suku dinas jakarta barat
6068,Negatif,2021,lupa password akun ppdb dki jakarta panik mengatasinya
6069,Netral,2021,bingung terkait ppdb dki jakarta anak penyandang disabilitas berkebutuhan khusus simak penjelasannya moms
6070,Negatif,2021,mohon maaf kak ppdb dki jakarta ppdb jawa barat
6071,Netral,2021,ngomong-ngomong bilang blur webnya diakses iya sekolah domisili inisial nama orang tua akses cek google ppdb jakarta
6072,Netral,2021,part simak penjelasan seputar pendaftaran peserta didik ppdb provinsi dki jakarta
6073,Netral,2021,part simak penjelasan seputar pendaftaran peserta didik ppdb provinsi dki jakarta
6074,Netral,2021,part simak penjelasan seputar pendaftaran peserta didik ppdb provinsi dki jakarta
6075,Netral,2021,ppdb madrasah dki jakarta link pendaftaran jenjang mtsn man jalur reguler tata
6076,Netral,2021,link cek pengumuman hasil ppdb madrasah min dki jakarta jalur reguler wib
6077,Negatif,2021,web ppdb dinas pendidikan dki jakarta terintegrasi web ppdb iya kak
6078,Negatif,2021,web ppdb dinas pendidikan dki jakarta terintegrasi web ppdb iya kak
6079,Negatif,2021,iyaa ppdb jakarta beda ppdb wilayah ppdb jakarta pakai umur pandemi
6080,Netral,2021,nomor offense but keterima sman jakarta jalur prestasi tanggal ppdb actually sucks
6081,Netral,2021,halo sahabat pintar dinas pendidikan provinsi dki jakarta informasi terkait pelaksanaan ppdb daring pelajaran ayo pahami alur ppdb dki jakarta jenjang sekolah dasar sd program antarops
6082,Netral,2021,ppdb dki jakarta pekan cek syarat peserta didik
6083,Netral,2021,pendaftaran ppdb dki jakarta jadwal lengkap jenjang jalur
6084,Netral,2021,jalur zonasi ppdb sd sma jakarta dibuka smk zonasi
6085,Netral,2021,informasi ppdb dki jakarta patut
6086,Netral,2021,ppdb jakarta ajuan akun ppdb sd smp sma smk negeri simak selesai
6087,Netral,2021,cek fakta seleksi ppdb online dki jakarta berdasarkan usia
6088,Negatif,2021,dimana deh ppdb jawa barat buka jakarta ntaran
6089,Netral,2021,mohon informasi ppdb sma jalur prestasi syaratnya kakak jawa barat kakak dki jakarta propinsi
6090,Netral,2021,link pendaftaran ppdb madrasah dki jakarta jenjang min jalur reguler
6091,Netral,2021,minggu ppdb jakarta iya semangat adik adik semoga keterima sma jurusan impian
6092,Positif,2021,ppdb dki jakarta tolong be kind for me you is more scary than film know trust you love you give me bagus
6093,Negatif,2021,oiya lupa ppdb jakarta beda iya jakarta jakarta senen anjing
6094,Netral,2021,sdn pondok labu peserta didik wilayah dki jakarta jadwal ppdb dki jakarta sd smp sma dibuka mei lapor juli
6095,Netral,2021,penerimaan peserta didik ppdb jawa barat ppdb madrasah dki jakarta dibuka senin juni
6096,Netral,2021,pendaftaran penerimaan peserta didik ppdb madrasah dki jakarta jenjang man dibuka senin syarat daftar ppdb madrasah dki
6097,Netral,2021,jadwal ppdb madrasah jakarta jenjang min mts man catat tanggalnya
6098,Netral,2021,lapor ppdb madrasah dki jakarta rabu juni wib
6099,Netral,2021,jadwal ppdb madrasah jakarta jenjang min mts man catat tanggalnya
6100,Netral,2021,link pengumuman ppdb madrasah dki jakarta wib
6101,Netral,2021,nomor offense but keterima sman jakarta ppdb dki jakarta jalur prestasi actually sucks
6102,Netral,2021,nomor offense but keterima sman jakarta ppdb dki jakarta actually sucks
6103,Netral,2021,nomor offense but keterima sman ppdb dki jakarta actually sucks
6104,Netral,2021,syarat daftar ppdb madrasah min mtsn man dki jakarta
6105,Netral,2021,sdn pondok labu peserta didik wilayah dki jakarta jadwal ppdb dki jakarta sd smp sma dibuka mei lapor juli
6106,Netral,2021,catat ppdb madrasah dki jakarta dibuka informasi lengkapnya
6107,Positif,2021,asyik jakarta sekolah tatap muka
6108,Netral,2021,ppdb madrasah dki jakarta dibuka ikuti syaratnya
6109,Netral,2021,nomor offense but keterima sman ppdb dki jakarta actually sucks
6110,Netral,2021,kelewatan pengajuan akun ppdb madrasah dki jakarta ditutup
6111,Netral,2021,calon peserta didik wilayah dki jakarta senin pendaftaran ppdb madrasah dki jakarta jenjang mtsn man
6112,Positif,2021,hallo min aktivis akun ppbd dki jakarta anak masuk sd pindah bandung alasan kepentingan keluarga nya mendaftarkan ppdb bandung mendaftarkan nya ppdb jakarta
6113,Netral,2021,semangat semoga masuk sma pilihan kamuu ngomong-ngomong dom jakarta ppdb nya
6114,Negatif,2021,ppdb jawa barat jalur prestasi rapor pakai skor kah beda yh jakarta
6115,Negatif,2021,akun ppdb jawa barat smp nya jakarta sekolahanku jakarta username pasword bikin tanggal juni
6116,Netral,2021,akun ppdb dki jakarta mendaftar sd smp smk
6117,Positif,2021,nya ppdb jakarta ku kalah prestasi non akademik ajaa huhh
6118,Netral,2021,prapendaftaran ppdb dki jakarta daftar ppdb sma online dki jakarta ppdb jakarta ayo id
6119,Netral,2021,informasi kesehatan ayo kenali gejala tbc anak sds al mukhlisin membuka pendaftaran penerimaan siswa langsung sekolah al mukhlisin chat whatsapp
6120,Netral,2021,informasi ppdb dki jakarta silakan menghubungi call center jam kerja wib telepon hotline
6121,Negatif,2021,cepat iya ppdb nya jakarta seleksi tanggal juni kirain indonesia serentak tanggal segitu
6122,Netral,2021,ppdb jakarta wali murid keluhkan laman pendaftaran lambat
6123,Netral,2021,ppdb jakarta wali murid keluhkan laman pendaftaran lambat
6124,Netral,2021,sumber hallo bingung pembuatan akun website ppdb ayo simak tutorialnya youtube
6125,Netral,2021,hallo bingung pembuatan akun website ppdb ayo simak tutorialnya youtube
6126,Negatif,2021,hahh pas lihat ppdb jakarta ngmgin nya seram banget adik menangis
6127,Negatif,2021,takut ppdb jakarta nilai nya
6128,Netral,2021,hallo bingung pembuatan akun website ppdb ayo simak tutorialnya youtube
6129,Negatif,2021,ppdb jakarta nya nya kayak banget sih huh
6130,Negatif,2021,min rumah depok sekolah jakarta daftar ppdb server ppdb jawa barat ppdb jakarta terimakasih min
6131,Negatif,2021,rumahnya depok sekolah jakarta daftar ppdb
6132,Netral,2021,informasi ppdb dki jakarta silakan menghubungi call center jam kerja wib telepon hotline
6133,Negatif,2021,ppdb moots doain iya masuk sman jakarta aminn
6134,Positif,2021,muts non muts ppdb jakarta nilai nya yaa
6135,Negatif,2021,ppdb jakarta iya tidak tahu
6136,Netral,2021,jadwal ppdb dki jakarta pelajaran
6137,Positif,2021,teman-teman nya nya ppdb sma dom jakarta
6138,Positif,2021,penduduk china nik eh pindah bekasi jakarta ppdb dki gara nik dki hmm bingung
6139,Negatif,2021,ppdb sma jakarta spill nya nilai dm gapapaa huhuhuhu deg deg an banget
6140,Positif,2021,teman-teman nya nya ppdb sma dom jakarta
6141,Positif,2021,yah doanya gais daftar ppdb jakarta semoga lolos sma
6142,Negatif,2021,iya sistemnya ppdb jakarta provinsi beda sistemnya
6143,Netral,2021,pendaftaran akun ppdb jakarta jenjang sma smk dibuka daftarkan terlambat
6144,Negatif,2021,ppdb sma jakarta nya nya
6145,Negatif,2021,ppdb sma jakarta nya nya
6146,Negatif,2021,ppdb sma jakarta nya nya
6147,Positif,2021,aktivasi akun ppdb jakarta tahap mekanisme pendaftaran pengajuan akun aktivasi tahap memilih sekolah
6148,Netral,2021,pakai sidanira ppdb jakarta iya ppdb jawa barat mah murni raport ngomong-ngomong banyakin berdoa iya nderr coba cari informasi swasta jaga jaga semangaat
6149,Negatif,2021,iyaah tinggal masuk web ppdb jakarta pencet kuning habis token aktivasi tulisan aktivasi login masukkan token bikin posisi nyaman tahap milih sma nya
6150,Netral,2021,daftar ppdb dki jakarta jenjang sma smk syaratnya
6151,Positif,2021,jakarta nilai segitu digabungin sertifikat ppdb nilainya kalah Cuma sertifikat si Cuma sertifikat osis sertif juara internasional
6152,Negatif,2021,yah maaf paham sistem ppdbnya tangerang ppdb jakarta jakarta tinggal buka ppdb jakarta gtajukan akun gtprint bukti pengajuan akun gtaktivasi pakai nomor peserta token print out pas ditanggalnya pilih sekolah
6153,Netral,2021,penerimaan peserta didik ppdb dki jakarta tingkat sma smk mei kemarin
6154,Netral,2021,prapendaftaran ppdb dki jakarta daftar ppdb sma online dki jakarta ppdb jakarta ayo id
6155,Netral,2021,penerimaan peserta didik ppdb madrasah dki jakarta jenjang madrasah ibtidaiyah negeri min madrasah tsanawiyah negeri mtsn madrasah aliyah negeri man
6156,Netral,2021,kemarin lolos ppdb jakarta prestasi urutan nder rapotku
6157,Netral,2021,aktivasi akun token ppdb online ppdb jakarta ayo id daftar ppdb sma online dki jakarta
6158,Netral,2021,pengajuan akun ppdb sma smk jakarta jadwal link url resmi
6159,Netral,2021,informasi penerimaan peserta didik ppdb provinsi dki jakarta link
6160,Netral,2021,ppdb online jakarta link informasi pendaftaran slb negeri juni
6161,Netral,2021,ppdb online jakarta pengajuan akun sma smk alur pendaftaran
6162,Netral,2021,pplook what shared pengajuan akun ppdb sma smk jakarta
6163,Negatif,2021,eh sumpa ajarin jalur ppdb jakarta gaa pusingg banget asli mikirnya
6164,Netral,2021,ppdb jenjang sma smk online jakarta syaratnya amp daftarnya
6165,Netral,2021,bewarajabar simak aktivasi akun ppdb jakarta jenjang sd smp sma smk
6166,Negatif,2021,min tangerang ngajuin akun iya ppdb jakarta ngajuin akun
6167,Negatif,2021,konser sadar finansial bergantung orang tua orang tua ngizinin pergi jakarta ppdb ya sudah bismillah semoga kesempatan nonton aamiin semoga iya
6168,Netral,2021,jadwal pendaftaran ppdb dki jakarta jenjang sma smk
6169,Positif,2021,tolong ppdb jakarta kode keamanan asli asli sih stress kejam
6170,Netral,2021,klik pengajuan akun ppdb dki jakarta level sma smk
6171,Netral,2021,pengajuan akun ppdb sma smk jakarta
6172,Netral,2021,pengajuan akun ppdb sma smk jakarta
6173,Netral,2021,pengajuan akun ppdb sma smk jakarta
6174,Netral,2021,pengajuan akun ppdb sma smk jakarta
6175,Netral,2021,link detail pendaftaran ppdb jakarta calon siswa sd smp sma smk
6176,Netral,2021,pengajuan akun ppdb jenjang sma smk jakarta dibuka daftar pakai link resmi
6177,Positif,2021,aktivasi akun ppdb jakarta tahap mekanisme pendaftaran pengajuan akun aktivasi tahap memilih sekolah
6178,Netral,2021,alur pendaftaran ppdb dki jakarta sd sma pra pendafaran juni
6179,Netral,2021,dom jakarta ppdb kayak dm yaa feel free to ask
6180,Netral,2021,aktivasi akun ppdb sma smk online dki jakarta syaratnya
6181,Netral,2021,aktivasi akun ppdb sma smk online dki jakarta syaratnya
6182,Netral,2021,jadwal pengajuan akun ppdb dki jakarta sma smk
6183,Netral,2021,jadwal pengajuan akun ppdb dki jakarta sma smk
6184,Netral,2021,aktivasi akun ppdb jakarta jenjang sma smk diakses website syaratnya
6185,Netral,2021,aktivasi akun ppdb sma smk online dki jakarta syaratnya
6186,Netral,2021,syarat alur pendaftaran ppdb madrasah dki jakarta min mtsn man
6187,Netral,2021,pelaksanaan ppdb madrasah dki jakarta jenjang min mtsn man syarat alur pendaftaran ppdb madrasah dki jakarta
6188,Netral,2021,jadwal pengajuan akun ppdb dki jakarta sma smk
6189,Netral,2021,jadwal ppdb dki jakarta sd smp sma jalur masuk
6190,Negatif,2021,ppdb jakarta kayak bodoh banget
6191,Netral,2021,hai nder diubah posko nya dom jakarta tidak tahu poskonya dimana chat cek instagram ppdb dki diluar dki kurta
6192,Negatif,2021,sistem ppdb jakarta aneh banget menangis
6193,Netral,2021,panduan lengkap daftar online ppdb dki jakarta sma smk selengkapnya
6194,Netral,2021,calon siswa ppdb jakarta jadwal daftar ppdb jakarta pra pendaftaran jenjang sma smk
6195,Negatif,2021,teman-teman ppdb jakarta jalur prestasi pilih sekolah nya tanggal iya
6196,Negatif,2021,gwe iri banget lihat teman teman isi ppdb jakarta
6197,Negatif,2021,ehh iya ppdb sma jakarta lupa pengajuan akun iya
6198,Netral,2021,pembagian zona sma negeri nggaa ppdb dki jakarta
6199,Netral,2021,buka link jakarta ppdb pilih sma smk pilihan aktivasi akun
6200,Positif,2021,pengajuan akun ppdb jakarta kayak
6201,Positif,2021,ppdb jakarta pengajuan akun kayak
6202,Netral,2021,lupa pengajuan akun ppdb dki jakarta jenjang sma smk dibuka besok senin mei
6203,Netral,2021,lupa pengajuan akun ppdb dki jakarta jenjang sma smk dibuka besok senin mei
6204,Positif,2021,askrl please bantu sender sepupuku rumahnya daerah bekasi kakak daerah jakarta pas ppdb iya daftar daerah bekasi jakarta krna sender cri google infonya pakai surat domisili
6205,Positif,2021,besok jakarta ppdb pengajuan akun suaranya
6206,Netral,2021,iya mbak ppdb sd negeri jakarta minimal cmmiw sayang masuk sd nya
6207,Netral,2021,jadwal ppdb jakarta jenjang man persyaratan jalur regular tahfiz al quran
6208,Netral,2021,ppdb sma online dki jakarta dibuka daftarnya
6209,Netral,2021,ppdb sma online dki jakarta dibuka daftarnya
6210,Netral,2021,pendaftaran ppdb dki jakarta ragam jalur prestasi dokumen disiapkan
6211,Netral,2021,penerimaan peserta didik ppdb madrasah ibtidaiyah negeri jakarta ajaran dibuka juni tonton video moms update panduannya ayo
6212,Netral,2021,moms simak kabar terbaru jadwal ppdb tingkat madrasah ibtidaiyah dki jakarta video mom update
6213,Netral,2021,informasi ppdb kategori sekolah menengah kejuruan smk bagikan informasi orang terdekat membutuhkan iya infografik
6214,Netral,2021,informasi ppdb kategori sekolah menengah kejuruan smk bagikan informasi orang terdekat membutuhkan iya infografik
6215,Negatif,2021,jua coba deh search twitter pakai keyword ppdb umur tertawa mengerti sih berlaku daerah jakarta iyaa
6216,Netral,2021,lupa password login ppdb jakarta jenjang sd reset password nya min
6217,Netral,2021,jadwal pendaftaran ppdb paud slb pkbm dki jakarta dibuka
6218,Netral,2021,informasi ppdb dki jakarta silakan menghubungi call center jam kerja wib telepon hotline
6219,Netral,2021,informasi lengkap ppdb dki
6220,Netral,2021,izin ppdb tinggal matraman jakarta pusat ampuntuk pilihan pemilihan area zonasi jakarta pusat karnakan area jakarta pusat jarak jakarta timur inti nya urusan minati jakarta timur
6221,Positif,2021,daya tampung sekolah ppdb kerap diabaikan imbauan ombudsman jakarta
6222,Netral,2021,informasi ppdb dki jakarta silakan menghubungi call center jam kerja wib telepon hotline
6223,Netral,2021,informasi ppdb dki jakarta silakan menghubungi call center jam kerja wib telepon hotline
6224,Netral,2021,ppdb sma terbaik jakarta sma terbaik tangerang tangsel
6225,Netral,2021,pengajuan akun ppdb sd jakarta terlambat juni
6226,Netral,2021,pengajuan akun ppdb sd jakarta terlambat juni
6227,Netral,2021,pengajuan akun ppdb sd jakarta terlambat juni
6228,Netral,2021,pengajuan akun ppdb sd jakarta terlambat juni
6229,Netral,2021,anak daftar sd negeri akun ppdb bandung jakarta akun trsbt list kolam nisn anak nisn wa gurunya nyesel ngelunasin spp smp pelajaran
6230,Netral,2021,simak pengertian jadwal jalur pendaftaran ppdb dki jakarta kategori sma smk
6231,Netral,2021,mekanisme pra pendaftaran pendaftaran ppdb dki jakarta
6232,Netral,2021,simak syarat mekanisme pendaftaran ppdb dki jakarta jenjang sma smk
6233,Netral,2021,ppdb dki jakarta sma terbaik acuan ajaran
6234,Netral,2021,catat jadwal lengkap ppdb madrasah dki jakarta
6235,Negatif,2021,khawatir seleksi usia berlaku ppdb dki jakarta
6236,Netral,2021,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas
6237,Netral,2021,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas
6238,Netral,2021,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas
6239,Netral,2021,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas
6240,Netral,2021,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas
6241,Negatif,2021,jalur zonasi ppdb dki jakarta
6242,Positif,2021,calon siswa orang tua jadwal alur proses ppdb dki jakarta jenjang pendidikan memiliki jadwal pengajuan akun ppdb berbeda
6243,Negatif,2021,jalur zonasi ppdb dki jakarta
6244,Netral,2021,daftar sma smk terbaik dki jakarta referensi ppdb
6245,Netral,2021,ombudsman republik indonesia perwakilan jakarta raya serukan jaga integritas ppdb berita
6246,Netral,2021,pendaftaran penerimaan peserta didik ppdb dki jakarta tingkat sd dibuka selasa syarat jadwal pengajuan akun ppdb
6247,Netral,2021,informasi ppdb kategori sekolah menengah smp bagikan informasi orang terdekat membutuhkan iya infografik
6248,Netral,2021,informasi ppdb kategori sekolah menengah sma bagikan informasi orang terdekat membutuhkan iya infografik
6249,Netral,2021,informasi ppdb kategori sekolah menengah sma bagikan informasi orang terdekat membutuhkan iya infografik
6250,Netral,2021,informasi ppdb kategori sekolah menengah smp bagikan informasi orang terdekat membutuhkan iya infografik
6251,Negatif,2021,got accepted by sekolah jakarta ppdb lulus gaboleh ppdb begitchuu
6252,Netral,2021,ombudsman jakarta raya seru jaga integritas ppdb
6253,Positif,2021,got banned by ppdb yea ppdb jakarta bagus luck for all
6254,Netral,2021,si berusia mendaftarkannya madrasah ibtidaiyah negeri min moms cek jadwal pendaftaran ppdb min dki jakarta ajaran
